海上钢琴师,9.3,1155896,"['我总觉得这是一个真实的故事,因为他的懦弱,懦弱得真实。', '每个人的心里都有自己的一艘船 一个近乎偏执的小归宿 只是因为它让我们感到实实在在的安全 不致无枝可依。', '又是一定该看的,只在自己的世界里坚持自己的人.哪怕生命就这样消逝.只留下一点声音的碎片,1900,也许我们都一样害怕脚踏实地的生活,害怕乌烟瘴气的世界.', '键盘有始有终,你确切知道 88 个键就在那儿,错不了。它并不是无限的,而你,才是无限的。你能在键盘上表现的音乐是无限的,我喜欢这样,我能轻松应对,而你现在让我走过跳板,走到城市里,等着我的是一个没有尽头的键盘,我又怎能在这样的键盘上弹奏呢?那是上帝的键盘啊!', '在船上出生,在船上死亡,他是一个从来没有存在过的人。第一次放弃下船,他放弃了财富和名气。第二次放弃下船,他放弃了生命。人们把音乐当成一种比赛,他不在意虚名和输赢。人们想利用他的才华致富,他不愿意让他的音乐离开他。人们浪费了太多的时间去问“为什么”,他想活得简单点。宁愿一生孤独,不愿随波逐流。人可以下船,但是不能离开大海。每个人的心中都有一片海,而他的大海是音乐,是钢琴,是那个女孩。']"
机器人总动员,9.3,918665,"['这是一只安卓和苹果的故事么。。', '把所有的好东西都给eva', '很久没看过这么可爱的动画片了。瓦力什么都不会说,除了那一声声执拗的:Eve!他们在星空画出美丽的弧线,他们无意间守候了一份真正的爱情。', '我看哭了。。。', '准备看第二遍']"
三傻大闹宝莱坞,9.2,1278457,"['本片根据印度畅销书作家奇坦·巴哈特(Chetan Bhagat)的处女作小说《五点人》(Five Point Someone)改编而成。法兰(马德哈万 R Madhavan 饰)、拉杜(沙曼·乔希 Sharman Joshi 饰)与兰乔(阿米尔·汗 Aamir Khan 饰)是皇家工程学院的学生,三人共居一室,结为好友。在以严格著称的学院里,兰乔是个非常与众不同的学生,他不死记硬背,甚至还公然顶撞校长“病毒”(波曼·伊拉尼 Boman Irani 饰),质疑他的教学方法。他不仅鼓动法兰与拉杜去勇敢追寻理想,还劝说校长的二女儿碧雅(卡琳娜·卡普 Kareena Kapoor 饰)离开满眼铜臭的未婚夫。兰乔的特立独行引起了模范学生“消音器”(奥米·维嘉 Omi Vaidya 饰)的不满,他约定十年后再与兰乔一决高下,看哪种生活方式更能取得成功。                                                                              本片获孟...                            (展开全部)', '这几个月来看过的最好的片——”做自己“,也许才是人生终极的成功。别总嘲笑印度人”阿三“,他们已经追上来了,无论经济、科技还是我们一贯认为只会跳舞唱歌的宝莱坞电影。盛赞!5+1星!', '一部讽刺社会现象的电影都可以拍的这么轻松,喜剧里还可以有这么多闪光的慧言慧语。情节确实太过随意,下一秒的夸张总是来的让人啼笑皆非,无可奈何中却仍旧乐呵呵的接着看下去。 末了的那段风光让我无比钟情!★★★★★', '阿米尔·汗你是个天才!!!', '如果有一天你变成了奇怪的家伙,生活于恐惧和虚假之中,就念重生的咒语“All is well”,狠狠地给这个世界一脚!对鼓励别样人生价值和给人梦想的片子我是举双手赞成,何况从头到尾都拍得这么欢乐。台词:“朋友是男人最大的胸部”、“你这么害怕明天,又怎么能过好今天”。', '近三个小时的片长,却没有一个多余的情节,剧情前后呼应之巧妙值得称奇。好电影不一定要苦大仇深,能真正愉悦观众,那也是一种巅峰。“做一名摄影家又会怎样呢?挣得少一点,房子小一点,车小一点,但我会很快乐,很幸福......紧跟你的天赋。” 温暖励志美妙如2010年的《天堂电影院》+《阿甘正传》']"
楚门的世界,9.3,1016035,"['他用别人的相片拼凑出她的样子, 在这个虚假的,冷漠无情的世界里只有这份思念是唯一的真实', '我是不是也在楚门的世界活着?', '就算是已经完全知道剧情走向也还是被震撼被感动。就算你能摄影我的一切也无法在我脑内安装摄影机。', '看的时候甚至有种绝望的情绪,这个世界有时就是这么的令人无助', '要想阻挡我 只有杀我']"
放牛班的春天,9.3,890231,"['星期六,贝贝抱着小熊跟马修老师回家了!QwQ', '体育和音乐是促进国家团结的要素。可是俺都不会哈哈。', '被那些孩子们所感动。天籁一般的童声,定是最接近上帝的存在。', '每一个孩子都是天使!', '问题孩子何其多,善良老师却难觅,但是还好有你。纸飞机送别那一段哭了。']"
星际穿越,9.3,1028771,"['近未来的地球黄沙遍野,小麦、秋葵等基础农作物相继因枯萎病灭绝,人类不再像从前那样仰望星空,放纵想象力和灵感的迸发,而是每日在沙尘暴的肆虐下倒数着所剩不多的光景。在家务农的前NASA宇航员库珀(马修·麦康纳 Matthew McConaughey 饰)接连在女儿墨菲(麦肯吉·弗依 Mackenzie Foy 饰)的书房发现奇怪的重力场现象,随即得知在某个未知区域内前NASA成员仍秘密进行一个拯救人类的计划。多年以前土星附近出现神秘虫洞,NASA借机将数名宇航员派遣到遥远的星系寻找适合居住的星球。在布兰德教授(迈克尔·凯恩 Michael Caine 饰)的劝说下,库珀忍痛告别了女儿,和其他三名专家教授女儿艾米莉亚·布兰德(安妮·海瑟薇 Anne Hathaway 饰)、罗米利(大卫·吉雅西 David Gyasi 饰)、多伊尔(韦斯·本特利 Wes B...                            (展开全部)', '诺兰说:如果我活得够长 那么豆瓣TOP250就被我承包了。', '时间可以伸缩和折叠,唯独不能倒退。你的鹤发或许是我的童颜,而我一次呼吸能抵过你此生的岁月。', '整场基本屏住呼吸,瞠目结舌,无话可说.在香港这么多年除了电影节我第一次碰见放映结束观众集体鼓掌的.去年看完Gravity我觉得太空科幻片已经拍到头了,然后Nolan大神把我这点眼界碾压得粉碎.三体迷不必再较真拍三体这事Nolan已经把后半部给拍了.', '以地球全部北京化(咦?)为背景的近未来硬科幻,对虫洞、重力和时间维度都有新颖的理解,刻画的浩瀚宇宙让人目眩。可惜诺兰的野心太大(真的是bigger than bigger!),而且把人性拔那么高,到最后就成太空神棍片了...', '相比诺兰之前的片子,这部显得比较慢热。然而前两段的层层铺垫终于迎来了第三段主题呈现的水银泻地。Inception仅仅一笔带过的亲情成为了这部电影的核心母题。麦康纳和查斯坦的精湛演技,胶片IMAX呈现出的影像质感,实拍特效的震撼人心,平行剪辑的完美流畅,寂寞大叔创造性的管风琴配乐,神一样的诺兰']"
大话西游之大圣娶亲,9.2,1004408,"['一切的闹闹哄哄,只是他在水帘洞躲避风沙那晚做的一个梦。', '一遍烂,两遍笑,三遍哭', '有人跟我比赛背台词么', '小时候看着笑,长大了看着哭。', '请收藏粤语版。「2010」:1218,这么多年后重看,居然还是湿了。【2014】终于在大荧幕上看了。虽然是普通话。经得起这么多次的反刍,可以确认是经典了。想起东邪西毒重演时提前离场的对比,简直。']"
熔炉,9.3,614862,"['媒体越干净,社会越肮脏', '大概只有套用《让子弹飞》里的一句经典台词才能略为表达我看完本片时的心情——震撼!震撼!!还是TMD震撼!!!我可以理解部分人站在纯粹艺术的角度对这部电影技法上的乏善可陈评头论足,但是我无法相信有人面对它由始至终散发出的那股震撼人心的力量时居然能做到完全无动于衷。', '不说别的,光电影那股正义的力量,就足以让人沸腾。', '《内咸》--鲁迅', '令人绝望的不是电影,而是生活本身。']"
疯狂动物城,9.2,1188946,"['不仅是个小孩子玩玩闹闹的喜剧动画,成年人同样可以很享受这个故事。一个动物的乌托邦,理想与现实。有一个有趣的案件,又有很多关于人类世界的暗喻与指涉,还有教父或毒师这样的小梗。以及狐狸和兔子都那么可爱,那么搭。', '赞 看完赶脚世界都美好了', '好莱坞这套讲故事的模式可以把全世界都吃的死死的。', '最精彩的动画是用想象力拍出真实世界难以实现的故事,而不是用动物化填充一段如果是真人就普通到不能再普通的烂俗故事。笑料有,萌趣有,但更有的是莫名其妙的主旋律和政治正确,恐怕没有评分所体现的那么出色。', '超~~~~~~~~~~可爱的。大眼睛看得我都化了。一想到未来狐狸跟兔子可能有感情戏,我就hhhhhhhh。那只长耳朵的狐狸和那群二哈狼是我的笑点!!!']"
无间道,9.2,820545,"['我还是不能理解为什么美国人可以这么无耻直接拿本子过去拍出烂片还得了奥斯卡但是不给这部片子正名?', '看了美版的,才知道港版有多好看~55555555', '现在看来,无间道一部电梯里挤了三个影帝,这部电梯也算是前无古人后无来者了。', '一气呵成。梁朝伟的眼神令人揪心。', '经典港片,无间道,如人生~~']"
龙猫,9.2,859179,"['如果你在下雨天的车站,遇到被淋湿的妖怪,请把雨伞借给它,你会得到森林的通行证哦', '人人心中都有个龙猫,童年就永远不会消失,爱是最美的拥有~★★★★★', '日本的动画总是能触碰心灵和温情', '摸摸龙猫的鼻子胡须就会颤动起来哦=w=......看见斜眼偷瞄逃跑的小白一定要跟上去! 童话总是在相信它的人心中真实的存在着,想起来的时候心中就会充满温暖守护的力量', '最喜欢的一部动漫 其实没有什么大的冲突点 整个就很平淡叙述 但一点也不会觉得无聊 看的很入迷 龙猫也超萌的  也看过很多遍 每看一次就又喜欢多一点']"
教父,9.3,630413,"['男人。\r千万不要记恨你的对手,这样会让你失去理智。', '时隔八年有必要修正自己的观点,简陋之处依旧,而编剧与表演上的神来之笔多不胜数,回头重新品,亦可以发现《教父》带给观众的“大银幕”体验是足以驳斥掉持 反对论者的。一杀二场面中的短暂神色与打击数量,确实精确到无以复加。', '科波拉是有厌女症吧?这片子里的女人要么圣母得让人恶心,要么就傻逼得遭人烦,除了哭哭啼啼就是无理取闹。最后一个镜头,麦克成为新的教父,一道门隔开他的妻子,不是没有理由的。这是一个男人的世界。相对来说我最喜欢医院里那场戏,拍得相当有张力,第一场婚礼戏也喜欢。', '平缓的节奏蕴藏着巨大的权威和张力,音乐舒缓淡淡忧伤,利益博弈人性冲突。无论是演技还是镜头、音乐的运用,都给人以一种美的享受。而看这部电影是极其需要沉下心来细细品味,也无论何时翻出来重温都能有新的感受。★★★★☆', '男性电影,没有打动我']"
当幸福来敲门,9.1,1026257,"['看到开头就知道结局,不过这并不重要,重要的是过程。。。最感人的不是赢得职位,而是在厕所里捂住儿子的耳朵。。。作为一名容易感情用事的中国观众,感动比励志对我来说更重要=。=', '我一直记得,有人对我说:当你迈过这个坎之后,你会发现,还会有什么不可以面对的困难。', '虽然是个好莱坞励志片,但真正让我感慨的其实是,穷人想要翻身,真是太难太难了,他们大多数不是不努力工作,但确实是一根绳子勒在脖子上,压根没有喘息的机会,而且他们的孩子从出生下来就没有,毕竟不是每个穷人家的孩子,都足够幸运能有这么顽强,比别人聪明十倍的爸爸啊。', '孩子母亲颤抖着说你会照顾好他;\r装扮成时光机器来安抚孩子,子夜洗手间中独自哭泣;\r“你是个好爸爸”,孩子说。\r看电影的时候,我的手经常不自觉的紧握着,为那揪心的困窘。\r幸福在这里敲门了,可是那些没有被敲门的人呢?', '生活时常会让我们感到艰辛,并会让我们无数次目睹生命在各种重压下的扭曲与变形。——《生命不可承受之轻》']"
怦然心动,9.1,1179417,"['布莱斯(卡兰•麦克奥利菲 Callan McAuliffe 饰)全家搬到小镇,邻家女孩朱丽(玛德琳•卡罗尔 Madeline Carroll 饰)前来帮忙。她对他一见钟情,心愿是获得他的吻。两人是同班同学,她一直想方设法接近他,但是他避之不及。她喜欢爬在高高的梧桐树上看风景。但因为施工,树被要被砍掉,她誓死捍卫,希望他并肩作战,但是他退缩了。她的事迹上了报纸,外公对她颇有好感,令他十分困惑。她凭借鸡下蛋的项目获得了科技展第一名,成了全场焦点,令他黯然失色。她把自家鸡蛋送给他,他听家人怀疑她家鸡蛋不卫生,便偷偷把鸡蛋丢掉。她得知真相,很伤心,两人关系跌入冰点。她跟家人诉说,引发争吵。原来父亲一直攒钱照顾傻弟弟,所以生活拮据。她理解了父母,自己动手,还得到了他外公的鼎力相助。他向她道歉,但是并未解决问题。他开始关注她。鸡蛋风波未平,家庭晚宴与午餐男孩评选...                            (展开全部)', '..................我能給十星嗎!', '萌死我算了,男主太帅了吧!', '篮子男孩,好萌的活动,怎么我们学校以前没有啊!', '这算完美吗?小镇美景、帅正太、酷萝莉、家庭温情、成长点滴。。。双线结构,视角切换,细节丰富,过程明晰。。。爱就该是这样悠悠扬扬、婉婉转转、一阵冷、一阵热、一阵抽风、一阵颤抖的过程。。。睿智外公和脑残叔叔是惊喜。。。爱到最后拼的果然还是人格魅力啊。', '越看越觉得自己真是老了。。。。。']"
触不可及,9.2,671093,"['我想每个人都至少有这么一个挚友,你和他/她在人生的拐点遇到,惊叹于彼此的不同或者相似,有过不少平淡无奇却值得纪念的时光,ta会将心比心,为你的哀伤扼腕,为你的快慰击节,更会在ta的心里,为你留下那么一块永恒的位置,任白云苍狗,风云变幻。', '5.0。年度十佳!高潮在别处!1艺术是人们来到这世界后所留下的唯一痕迹。2我的耳朵硬了。3斯芬克斯特质及柏拉图爱情。4幽灵痛症:就像冰冻牛排被扔进热锅中。5航拍式行车同《深海长眠》飞升梦境。6刮胡子:东正教-达利-希特勒。PS:锡兰“乌扎克”情韵,调以法式高雅,进而刷新了拍档片格调。', '今年看的第二部佳片。茫茫人海,两个截然不同的人相遇,你改变了我,我改变了你,相逢的人会再相逢。关于社会的贫富差距、青少年犯罪、种族歧视这些虽没有明说却在暗中映射,以此来烘托角色。富豪有钱却残疾不快乐,黑人贫穷却有一颗善良乐观的心。ps:Ludovico Einaudi的配乐很加分!', '黑&白,老&少,超越种族和阶级的友情,感人至深的温情,细腻动人的剧情,以及极赞的电影配乐,不禁让人想再次回味...', '看预告片还觉得这么老套。没想到这是我第一次在法国看到数次笑出声的电影,第一次全场满座我买到最后一张票的电影,第一次看带字幕的法语电影(聋人专场),没想到摄影如此唯美合我胃口,没想到难舍基情如此动人。你们懂的。尤其是最后换谁都不要的那段,简直了。PS:白人男主角像张国立。']"
蝙蝠侠：黑暗骑士,9.2,690658,"['从亲眼目睹父母被人杀死的阴影中走出来的“蝙蝠侠”,经历了成长之后,已经不再是那个桀骜不的孤单英雄了。在警官吉姆·戈登和检查官哈维·登特的通力帮助下,“蝙蝠侠”无后顾之忧地继续满世界的奔波,与日益增长起来的犯罪威胁做着永无休止的争斗,而他所在的高谭市,也是进展最为明显的地方,犯罪率以一种惊人的速度持续下降着,毕竟对方是能够上天入地的“蝙蝠侠”,不借两个胆子谁还敢造次呢?不过像高谭这种科技与污秽并存的城市,平静是不可能维持太久的,果不其然,新一轮的混乱很快就席卷了整个城市,人们再一被被恐慌所笼罩着,而声称愿意为这一切负责的,自然就是所有混乱的源头以及支配者--“小丑”了。                                                                              先不管“小丑”掀起一个又一个犯罪的狂潮的最终目的为何,他的企图都是邪恶的,所作所为更是早就危害到了高谭市民的正常生活......其中自然包括了“蝙蝠侠”身边几个非常重要的人,而他需要做的,就是...                            (展开全部)', '诺兰接手后蝙蝠侠和其它漫画英雄片完全不是一个等级了', '伟大之作,与其在文艺片里奋战,不如像这样提升商业片的水准!', '赞誉众口一致夸上了天,百闻不如一见,这种连环画超级英雄故事居然能扯到第六集真是要把编剧逼跳楼了,最后呈现的暗夜骑士全然超越了原著,悲怆到迷人的境界,着实是个奇迹。剧本确实很卓越,导演确实很出色,还有演技真是不得不叹服一下太tmd震撼', '“有些人并不喜欢那些常人偏爱的东西,比如金钱,他们不被收买、不会被恐吓、不可理喻、更不接受谈判,有些人就想看人间地狱。” 也只有蝙蝠侠,才能让小丑变得完整。无尽的黑暗。', '什么侠不看 蝙蝠侠不能不看!']"
控方证人,9.6,258165,"['伦敦著名刑案辩护律师韦菲爵士(查尔斯•劳顿 Charles Laughton 饰)接受了心脏病治疗,但是身体依旧虚弱,第一天回家休养,护士一直严厉监督他服药,并杜绝烟酒。管家为了便于上楼,还专门为他修了电梯。但是,种种关心照顾,对于这位桀骜不驯、牙尖嘴利的大律师根本不起作用,反倒是一纸诉状令他倍感兴奋。律师梅休和当事人沃尔(泰隆•鲍华 Tyrone Power饰)登门拜访,请他出山打官司。原来,沃尔结识了富婆,两人相见甚欢,虽然仆人对他发明的打蛋器充满鄙夷,但是富婆却对他充满爱意,甚至为他修改了遗嘱,把8万英镑留给了他。然而,富婆却惨遭毒手。于是,沃尔成为警方的头号嫌疑犯。他的唯一证人是妻子克里斯汀(玛琳•黛德丽 Marlene Dietrich饰),然而后者登门时的冷漠与淡定,令韦菲爵士怀疑这其中另有隐情。在扑朔迷离的案件背后,隐藏着一个个环环相扣...                            (展开全部)', '查尔斯劳顿简直是戏精!比利怀德的电影和阿加莎克里斯蒂的小说都是在结尾峰回路转,此片简直是两位大师珠联璧合的杰作!', '抱着对法庭题材的偏见去看,没想到竟是一部够回味好几天的片子,不仅仅因为惊艳的结尾,整部戏就像让观者身临其境一样,思其所思、忧其所忧,黑洞一样的剧情吸引着人,最后把你完全裹住、迅速吞噬。演技、导演、编剧真是惊为天人。第一部怀德片。', '片尾防止剧透的提示太可爱了。看到最后的反转除了说“擦、牛逼!”真的无言以对。每一分钟都充满张力。台词一句不能减,一句不能多,什么时候能写出这样的台词我就直接可以含笑九泉了。', '演的不错,但是结局也没有说的那么玄乎吧?多读几本阿婆的书,这样的结局还不是手到擒来。', '阿加莎和怀尔德的完美结合 一群戏骨的完美演绎 意外而又意料的主线、熠熠生辉的细节向世人证明:小说和电影的结合能达到如何的高度 要是需要我用一句话来评价我的douban NO.1500部电影 那只能是:此曲只应天上有,人间难得几回闻']"
活着,9.2,532577,"['能活在现在这个时代其实还是很庆幸的了,虽然天朝依旧威武。', '一个时代有一个时代的悲哀和可笑,你能在别人心酸的故事中读出些许温情,也能从自己的平凡中领会些许荡气回肠。电影少了原著的惨烈,但那种好死不如赖活着的悲凉还是存在的。', '活着就是一切!戛纳评委会大奖,老谋子最好的电影。', '家珍对撞死有庆的春生说“春生,你记住,你欠我们加一条命呢,你得好好活着!“这就是温情吧,在一个大家都要和走资派划清界限的年代,,不得不说家珍是一个很坚韧的女子。', '改编自余华的小说【活着】。很好看。书和电影都好看。活着的人比死了的人还痛苦。我觉得是的。']"
乱世佳人,9.3,457713,"['请上帝保佑那个真正爱你的人吧,你把他的心都揉碎了。', '也许每个女孩子心中都有一个艾希礼,只有经过时光才发现真爱原来是班瑞德。', '整整4、5个小时啊,看到我中途昏死了过去。郝思嘉最后的那句“tomorrow is another day”鼓励了多少脑残志坚的女性呀!(包括我在内)', 'Tomorrow is another day. 又一句该死的经典台词。', '我不说。什么都不说。']"
